sender,receiver,date,subject,body,urls,label
""" "" <Wellsfargo_Online@pflagscv.net>",Recipients <Wellsfargo_Online@pflagscv.net>,2020-11-14 03:39:24,Wells Fargo: Important Information About Your Online!,"Dear Customer, Note: incoming transactions might be placed on hold due to verification purpose. Please download the attach file below and fill out all there quested information to complete the verification process to prevent your account from being blocked ====================== Thanks You Security Advisor ©2020 Wells Fargo. Services Team. Wells Fargo  Banking, Credit Cards, Loans, Mortgages & More   Skip to main content 			 Enroll 		 Customer Service ATMs/Locations Español Search Enter search term, then press down arrow to navigate suggestions selected 					 Personal 					 Small Business Commercial Financial Education About Wells Fargo Banking and Cards Loans and Credit Investing and Retirement Wealth Management Rewards and Benefits We're sorry, but some features of our site require JavaScript. Please enable JavaScript on your browser and refresh the page. Learn More             Wells Fargo Personal Many ways to earn 3X points 30K bonus points for spending $3K in the first 3 months, $0 annual fee Learn More Simplified banking Everyday Checking provides convenience and fast access Start Now Tuition. Books. Computer. A private student loan can help you cover college costs Learn More                            Find your credit card                                     Student loan options                                     Buying a house? We can help.          Make An Appointment Location    Check Todays Rates Check Rates  Mortgage Home Equity CDs Credit Card Auto Loans Student Loans Personal Loans All Rates   Banking Accounts and Services Checking Accounts Savings Accounts and CDs Debit and Prepaid Cards Credit Cards Foreign Exchange Global Remittance Services   Online Banking Transfer and Pay Mobile Features Your Financial Goals Tax Center Banking Made Easy Planning for Retirement Fraud Information Center Popular Links Mortgage Rates Routing Number Overdraft Services Get Help with Payment Challenges Open a Checking Account Apply for an Account or Service Loans and Credit Accounts and Services Mortgage Loans Home Equity Lines Personal Lines and Loans   Student Loans Auto Loans Credit Cards Your Financial Goals Home Lending Going to College Borrowing and Credit Fraud Information Center Popular Links Mortgage Rates Home Equity Rates Auto Loan Rates Get Help with Payment Challenges Finish Application/Check Status Student Loan Discounts Investing and Retirement Ways to Invest Self-Directed Online Trading Digital Investing Plus Advice Dedicated Financial Advisor Compare Ways to Invest Investing Solutions IRAs Invest in Mutual Funds Investment Services Rollovers (401k and IRA) Investing for Education Your Financial Goals Strategy and Research Planning for Retirement Income in Retirement Investing Basics Popular Links Contact a Financial Advisor Open an IRA Open a WellsTrade® Account Open an Intuitive Investor® Account My Retirement Plan Employer Plan 401(k) Sign On Wealth Management Wealth Services The Private Bank Wells Fargo Advisors Abbot Downing All Wealth Management Services Wealth Solutions Wealth Planning Private Banking Investment Management Specialized Wealth Services Trust Services Wealth Advice & Guidance Strategy and Research Wealth Management Insights Conversations Magazine Next Step Contact The Private Bank Contact Wells Fargo Advisors Contact Abbot Downing Rewards and Benefits Go Far Rewards Explore Rewards Earn Rewards Use Rewards Share Rewards Relationship Program Customer Relationship Overview Your Financial Goals Banking Made Easy Borrowing and Credit Fraud Information Center Popular Links Sign On to Go Far Rewards Go Far Rewards FAQs Credit Cards Borrowing and Credit Banking Made Easy Retirement Home Lending Going to College Investing Basics Fraud Information Center See how we can help you achieve your goals Explore your credit options Improve your credit > Calculate your debt-to-income ratio > Consolidate your debt > Go to Borrowing and Credit See how we can help you achieve your goals Bank wherever life takes you Switch to Wells Fargo > Get account alerts > Learn more about Zelle > Go to Banking Made Easy See how we can help you achieve your goals Take control of your retirement Get the basics of retirement > Plan for retirement income > Manage money in retirement > Go to Retirement Planning See how we can help you achieve your goals Homeownership, simplified Buy a home > Compare your loan options > Refinance your mortgage > Go to Home Lending See how we can help you achieve your goals Planning and paying for college Learn about financial aid > Explore private student loans > Manage your money while in school > Visit Going to College See how we can help you achieve your goals Pursue your investing goals Understand investment types > Compare ways to invest > To save or to invest? > Go to Investing Basics See how we can help you achieve your goals Take action to help safeguard your accounts Report fraud and suspicious activity > Change your username and password often > Recognize common scams > Learn More About Fraud Prevention Everyday Checking Open a new checking account online today Get Started Suggested for you Earn 30K bonus points When spending $3,000 in purchases in the first 3 months Want to reach your goals faster? Open a savings account and start making saving a permanent habit Questions about an old 401(k)? Lets talk about your options Serving our customers and communities It doesn't happen with one transaction, in one day on the job or in one quarter. It's earned relationship by relationship. Our Vision, Values, and Goals > Who We Are > Corporate Social Responsibility > Wells Fargo Stories > About Wells Fargo Careers PRIVACY, Cookies, Security & Legal Report Fraud Sitemap Diversity & Accessibility Online Access Agreement Ad Choices             We provide links to external websites for convenience. Wells Fargo does not endorse and is not responsible for their content, links, privacy, or securities policies. Important notice regarding use of cookies: By continuing to use this site, you agree to our use of cookies as described in our Digital Privacy and Cookies Policy. Brokerage products and services are offered through Wells Fargo Advisors. Wells Fargo Advisors is a trade name used by Wells Fargo Clearing Services, LLC (WFCS) and Wells Fargo Advisors Financial Network, LLC, Members SIPC, separate registered broker-dealers and non-bank affiliates of Wells Fargo & Company. WellsTrade® brokerage accounts are offered through WFCS. Investment and Insurance products: Are Not insured by the FDIC or any other federal government agency Are Not deposits of or guaranteed by a Bank May Lose Value Deposit products offered by Wells Fargo Bank, N.A. Member FDIC.  Equal Housing Lender © 1999 - 2018 Wells Fargo. All rights reserved. NMLSR ID 399801",1,1
"""PostMailer"" <>",jose@monkey.org,2020-11-12 02:20:55,jose@monkey.org Sync Issues,"Hello ,  To continue sending messages, please  sign in and validate your account.  This helps us stop automated programs from sending junk email.  Thanks for your help and patience!  The Mailbox Team  To learn more, please read our online  Privacy Statement.  Hello , To continue sending messages, please  sign in and validate your account. This helps us stop automated programs from sending junk email. Thanks for your help and patience! The Mailbox Team To learn more, please read our online  Privacy Statement.",1,1
"""PostMailer"" <>",jose@monkey.org,2020-11-12 02:20:55,jose@monkey.org Sync Issues,"Hello ,  To continue sending messages, please  sign in and validate your account.  This helps us stop automated programs from sending junk email.  Thanks for your help and patience!  The Mailbox Team  To learn more, please read our online  Privacy Statement.  Hello , To continue sending messages, please  sign in and validate your account. This helps us stop automated programs from sending junk email. Thanks for your help and patience! The Mailbox Team To learn more, please read our online  Privacy Statement.",1,1
""" EFT / ACH PAYMENTS: "" <error@insomenia.com>",Recipients <error@insomenia.com>,2020-11-07 21:19:25,Re: Wire Transfer Comfirmation(07-11-2020.xlsx,"Your attention is urgently needed concerning your pending ETF / ACH Wire Transfer payment.            The payment slip has been securely uploaded on Microsoft Financial Center.                                                          Verify Payment Here                              *This document do not require download, just sign online*  CONFIDENTIALITY NOTICE: This e-mail, including any attachments, may contain confidential,  privileged and/or proprietary information which is solely for the use of the intended recipient(s).  Any review, use, disclosure, or retention by others is strictly prohibited. If you are not an intended  recipient, please contact the sender and delete this e-mail, any attachments, and all copies                                                                            Your attention is urgently needed concerning your pending ETF / ACH Wire Transfer payment.           The payment slip has been securely uploaded on Microsoft Financial Center.                                                         Verify Payment Here                             *This document do not require download, just sign online* CONFIDENTIALITY NOTICE: This e-mail, including any attachments, may contain confidential,  privileged and/or proprietary information which is solely for the use of the intended recipient(s).  Any review, use, disclosure, or retention by others is strictly prohibited. If you are not an intended  recipient, please contact the sender and delete this e-mail, any attachments, and all copies",1,1
""" EFT / ACH PAYMENTS: "" <error@insomenia.com>",Recipients <error@insomenia.com>,2020-11-07 21:19:25,Re: Wire Transfer Comfirmation(07-11-2020.xlsx,"Your attention is urgently needed concerning your pending ETF / ACH Wire Transfer payment.            The payment slip has been securely uploaded on Microsoft Financial Center.                                                          Verify Payment Here                              *This document do not require download, just sign online*  CONFIDENTIALITY NOTICE: This e-mail, including any attachments, may contain confidential,  privileged and/or proprietary information which is solely for the use of the intended recipient(s).  Any review, use, disclosure, or retention by others is strictly prohibited. If you are not an intended  recipient, please contact the sender and delete this e-mail, any attachments, and all copies                                                                            Your attention is urgently needed concerning your pending ETF / ACH Wire Transfer payment.           The payment slip has been securely uploaded on Microsoft Financial Center.                                                         Verify Payment Here                             *This document do not require download, just sign online* CONFIDENTIALITY NOTICE: This e-mail, including any attachments, may contain confidential,  privileged and/or proprietary information which is solely for the use of the intended recipient(s).  Any review, use, disclosure, or retention by others is strictly prohibited. If you are not an intended  recipient, please contact the sender and delete this e-mail, any attachments, and all copies",1,1
Microsoft OneDrive <support@preowned.mcgroupltd.co.uk>,jose@monkey.org,2020-11-04 14:07:20,You Have Just Receive OneDrive Files.,"This document requires your signature urgently. It has been securely upload for your safety on OneDrive Cloud. To sign your document online please follow the command below.                                                                                                                                                                                                                                                                               You just received a FAX document containing 3 pages                                                                                                                                                                                         Click Here To sign Document                                                                                                                                                                                                     To view This document does not required to be downloaded. Sign your document online and it will be automatically forwarded to your contact.                                                                                                                                                                                                                                                                                                                                                                                                           This is a mandatory service communication. To set your contact preferences for other communications, click here.  This message was sent from an unmonitored e-mail address. Please do not reply to this message. Privacy| Legal  Microsoft Office One Microsoft Way Redmond, WA 98052-6399 USA This document requires your signature urgently. It has been securely upload for your safety on OneDrive Cloud. To sign your document online please follow the command below. You just received a FAX document containing 3 pages  Click Here To sign Document  To view This document does not required to be downloaded. Sign your document online and it will be automatically forwarded to your contact. This is a mandatory service communication. To set your contact preferences for other communications, click here.  This message was sent from an unmonitored e-mail address. Please do not reply to this message. Privacy| Legal  Microsoft Office One Microsoft Way Redmond, WA 98052-6399 USA",1,1
Microsoft OneDrive <support@preowned.mcgroupltd.co.uk>,jose@monkey.org,2020-11-04 14:07:20,You Have Just Receive OneDrive Files.,"This document requires your signature urgently. It has been securely upload for your safety on OneDrive Cloud. To sign your document online please follow the command below.                                                                                                                                                                                                                                                                               You just received a FAX document containing 3 pages                                                                                                                                                                                         Click Here To sign Document                                                                                                                                                                                                     To view This document does not required to be downloaded. Sign your document online and it will be automatically forwarded to your contact.                                                                                                                                                                                                                                                                                                                                                                                                           This is a mandatory service communication. To set your contact preferences for other communications, click here.  This message was sent from an unmonitored e-mail address. Please do not reply to this message. Privacy| Legal  Microsoft Office One Microsoft Way Redmond, WA 98052-6399 USA This document requires your signature urgently. It has been securely upload for your safety on OneDrive Cloud. To sign your document online please follow the command below. You just received a FAX document containing 3 pages  Click Here To sign Document  To view This document does not required to be downloaded. Sign your document online and it will be automatically forwarded to your contact. This is a mandatory service communication. To set your contact preferences for other communications, click here.  This message was sent from an unmonitored e-mail address. Please do not reply to this message. Privacy| Legal  Microsoft Office One Microsoft Way Redmond, WA 98052-6399 USA",1,1
"""monkey.org Supports"" <shipping@unishipco.com>",jose@monkey.org,2020-11-02 08:53:46,4 New Messages :: 11/2/2020 8:53:45 a.m. Notifications,"jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org""  account  mail Inbox, All pending mails are stored on mail server backup Storage Kindly  release/view all relevant mail or discard any spam mail VIEW ALL  ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) The content of this email is confidential and intended for the  recipient specified in message only. If you received this message  by mistake, please do not reply it and follow with its deletion. ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) Letter5   jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org"" account  mail Inbox,  All pending mails are stored on mail server backup Storage Kindly release/view all relevant mail or discard any spam mail VIEW ALL The content of this email is confidential and intended for the recipient specified in message only. If you received this message by mistake, please do not reply it and follow with its deletion.",1,1
"""monkey.org Supports"" <shipping@unishipco.com>",jose@monkey.org,2020-11-02 08:53:46,4 New Messages :: 11/2/2020 8:53:45 a.m. Notifications,"jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org""  account  mail Inbox, All pending mails are stored on mail server backup Storage Kindly  release/view all relevant mail or discard any spam mail VIEW ALL  ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) The content of this email is confidential and intended for the  recipient specified in message only. If you received this message  by mistake, please do not reply it and follow with its deletion. ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) Letter5   jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org"" account  mail Inbox,  All pending mails are stored on mail server backup Storage Kindly release/view all relevant mail or discard any spam mail VIEW ALL The content of this email is confidential and intended for the recipient specified in message only. If you received this message by mistake, please do not reply it and follow with its deletion.",1,1
monkey.org <admin@monkey.org>,jose@monkey.org,2020-10-30 09:58:46,high risk,"ACCOUNT SHUT-DOWN Hi jose, You submitted a request to shut down and delete your email and it's folders and it's about to be processed, To cancel this request and retain your account follow below to cancel! Cancel Request »  Have a great day! jose@monkey.org Account Team",1,1
monkey.org <admin@monkey.org>,jose@monkey.org,2020-10-30 09:58:46,high risk,"ACCOUNT SHUT-DOWN Hi jose, You submitted a request to shut down and delete your email and it's folders and it's about to be processed, To cancel this request and retain your account follow below to cancel! Cancel Request »  Have a great day! jose@monkey.org Account Team",1,1
